Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,TotalPerformance
929,male,group C,high school,free/reduced,none,divorced,sometimes,yes,,school_bus,5 - 10,61,59,55,low
930,female,group D,high school,standard,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,41,48,52,low
931,female,group B,bachelor's degree,free/reduced,completed,divorced,sometimes,no,4.0,school_bus,< 5,63,63,68,low
932,male,group C,,standard,none,married,never,yes,5.0,private,5 - 10,86,87,81,medium
933,female,group E,master's degree,free/reduced,none,married,regularly,no,2.0,private,5 - 10,80,86,88,medium
934,female,group D,some high school,free/reduced,,married,never,no,1.0,school_bus,5 - 10,53,70,72,low
935,male,group A,high school,standard,none,single,regularly,no,4.0,school_bus,5 - 10,33,30,25,low
936,female,group C,master's degree,standard,none,married,regularly,yes,3.0,,5 - 10,67,74,72,medium
937,female,group E,high school,standard,none,single,sometimes,yes,0.0,school_bus,< 5,76,77,70,medium
938,female,group D,high school,free/reduced,,widowed,regularly,yes,2.0,school_bus,< 5,60,75,74,medium
939,male,group D,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,57,57,57,low
940,female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,3.0,school_bus,< 5,68,83,78,medium
941,male,group E,,free/reduced,none,married,,yes,5.0,school_bus,5 - 10,54,67,54,low
942,female,group D,some high school,free/reduced,none,divorced,regularly,yes,2.0,school_bus,< 5,62,71,72,low
943,female,,,standard,completed,married,never,yes,7.0,school_bus,5 - 10,65,79,85,medium
944,female,group C,high school,standard,none,married,regularly,no,5.0,school_bus,> 10,72,75,66,medium
945,male,group C,some college,standard,none,divorced,sometimes,yes,0.0,,> 10,89,89,89,high
946,female,group C,associate's degree,free/reduced,none,,sometimes,yes,1.0,private,5 - 10,49,55,56,low
947,male,group B,high school,standard,none,married,never,no,3.0,school_bus,5 - 10,66,65,63,low
948,female,group A,high school,standard,none,married,sometimes,yes,3.0,school_bus,> 10,74,81,77,medium
949,male,group C,,free/reduced,completed,married,sometimes,no,1.0,private,5 - 10,47,49,55,low
950,male,group E,associate's degree,standard,none,married,never,yes,3.0,private,5 - 10,64,56,52,low
951,female,group B,some college,free/reduced,completed,single,regularly,yes,4.0,private,5 - 10,49,59,58,low
952,female,group E,some college,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,49,65,55,low
953,female,group C,master's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,< 5,43,44,52,low
954,male,group E,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,71,55,51,low
955,male,group B,high school,free/reduced,none,married,regularly,yes,1.0,,5 - 10,50,52,45,low
956,male,group B,some college,standard,none,single,sometimes,yes,1.0,private,5 - 10,79,65,66,medium
957,female,,master's degree,standard,completed,married,never,yes,3.0,,< 5,87,90,95,high
958,male,group D,,free/reduced,none,married,sometimes,no,1.0,school_bus,> 10,52,53,47,low
959,female,group D,some college,standard,none,married,sometimes,no,3.0,school_bus,< 5,61,72,69,low
960,male,group C,,standard,none,married,never,yes,7.0,school_bus,5 - 10,68,70,66,low
961,male,group A,,standard,none,single,never,no,2.0,private,< 5,56,57,52,low
962,male,group E,high school,free/reduced,completed,married,never,no,3.0,school_bus,5 - 10,68,76,71,medium
963,female,group E,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,72,76,75,medium
964,female,group C,associate's degree,free/reduced,none,single,never,yes,3.0,school_bus,> 10,42,50,49,low
965,male,group B,some high school,free/reduced,completed,married,sometimes,yes,2.0,school_bus,> 10,76,80,76,medium
966,male,group D,some college,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,74,69,65,low
967,male,group C,associate's degree,standard,none,married,regularly,yes,2.0,private,< 5,47,40,40,low
968,male,group D,some college,standard,completed,married,,no,2.0,private,5 - 10,61,59,58,low
969,female,group E,some college,standard,,married,regularly,no,3.0,school_bus,5 - 10,99,100,100,high
971,female,group D,some college,standard,completed,married,sometimes,no,1.0,private,5 - 10,73,75,81,medium
972,female,group E,associate's degree,standard,none,single,regularly,no,2.0,,5 - 10,74,76,75,medium
973,female,group D,master's degree,standard,completed,married,never,no,1.0,,> 10,78,98,100,high
974,male,group C,associate's degree,free/reduced,none,single,regularly,yes,3.0,private,< 5,74,71,70,medium
975,male,group D,some high school,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,49,48,44,low
976,female,group E,some high school,free/reduced,,married,sometimes,yes,1.0,private,< 5,58,67,63,low
978,male,group D,some college,standard,none,,sometimes,yes,1.0,school_bus,5 - 10,57,69,59,low
979,male,group D,some high school,standard,completed,single,regularly,yes,5.0,private,5 - 10,84,82,76,medium
980,male,group A,associate's degree,free/reduced,none,divorced,regularly,no,3.0,school_bus,5 - 10,70,63,59,low
981,female,group D,some high school,standard,completed,divorced,regularly,yes,0.0,,5 - 10,70,59,69,low
983,male,group C,bachelor's degree,free/reduced,none,single,regularly,no,3.0,private,< 5,51,49,48,low
984,male,group D,associate's degree,standard,completed,married,sometimes,yes,,private,5 - 10,85,82,85,medium
985,male,group D,high school,free/reduced,none,single,never,no,1.0,private,5 - 10,41,45,39,low
986,female,group D,some college,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,40,45,47,low
987,female,group E,some high school,standard,none,single,regularly,yes,2.0,school_bus,,64,73,75,medium
988,male,group B,associate's degree,standard,none,married,,no,1.0,private,5 - 10,67,65,60,low
989,male,group D,some college,free/reduced,none,divorced,regularly,yes,2.0,school_bus,5 - 10,52,60,56,low
990,female,group C,bachelor's degree,free/reduced,none,married,regularly,no,3.0,private,5 - 10,11,24,18,low
991,female,group E,some high school,standard,completed,married,regularly,no,3.0,private,< 5,84,86,86,medium
992,female,group D,some college,free/reduced,completed,,regularly,no,,private,5 - 10,67,78,76,medium
993,female,group B,associate's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,82,87,82,medium
994,female,,,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,79,86,88,medium
995,male,group C,associate's degree,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,77,79,79,medium
996,female,group D,some college,free/reduced,none,single,sometimes,no,2.0,school_bus,< 5,32,36,37,low
997,male,group E,master's degree,free/reduced,none,married,,yes,2.0,private,< 5,75,68,67,medium
998,female,group C,master's degree,standard,,married,sometimes,yes,,school_bus,< 5,61,62,71,low
999,female,group A,high school,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,43,47,39,low
0,female,group B,some high school,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10,49,68,66,low
1,female,group B,associate's degree,standard,,widowed,sometimes,yes,0.0,school_bus,< 5,68,78,82,medium
2,female,group C,some college,standard,none,divorced,sometimes,yes,1.0,private,5 - 10,72,68,68,low
3,female,group B,associate's degree,standard,completed,single,regularly,no,1.0,private,5 - 10,51,64,64,low
4,male,group D,some high school,standard,completed,married,,yes,0.0,private,> 10,97,95,96,high
5,male,group C,some college,standard,none,single,regularly,,1.0,school_bus,5 - 10,84,71,72,medium
6,female,group B,high school,standard,none,married,,no,4.0,school_bus,5 - 10,70,80,78,medium
8,female,group B,,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,76,87,83,medium
9,female,,some college,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,63,71,68,low
10,female,group C,associate's degree,standard,none,married,sometimes,yes,5.0,school_bus,5 - 10,47,46,49,low
11,female,group E,associate's degree,standard,none,married,regularly,yes,3.0,,5 - 10,72,88,86,medium
12,female,group E,some college,standard,,single,sometimes,yes,7.0,school_bus,< 5,97,96,98,high
14,female,group C,some college,free/reduced,none,married,never,yes,3.0,private,5 - 10,55,76,66,low
15,female,group C,some college,standard,none,single,regularly,yes,3.0,school_bus,5 - 10,71,81,80,medium
16,male,group A,associate's degree,standard,,married,sometimes,yes,3.0,school_bus,5 - 10,71,58,55,low
17,male,group B,associate's degree,standard,none,married,regularly,,1.0,school_bus,5 - 10,83,77,75,medium
18,female,group B,some college,standard,none,married,regularly,no,4.0,private,> 10,63,72,73,low
19,female,group C,master's degree,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,44,66,63,low
20,female,group B,some high school,standard,none,divorced,sometimes,yes,2.0,school_bus,< 5,49,61,51,low
21,female,group B,some college,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,76,79,83,medium
23,female,group D,associate's degree,standard,none,divorced,regularly,,5.0,,5 - 10,90,99,95,high
24,female,group B,associate's degree,standard,,divorced,sometimes,no,1.0,school_bus,< 5,85,98,94,high
25,female,group E,high school,standard,none,single,sometimes,yes,0.0,private,< 5,64,77,68,medium
26,male,group E,associate's degree,free/reduced,completed,widowed,sometimes,yes,3.0,school_bus,5 - 10,71,77,69,medium
27,male,group D,some high school,free/reduced,none,single,regularly,yes,0.0,private,5 - 10,58,57,46,low
28,female,group C,some high school,free/reduced,,divorced,regularly,no,3.0,private,5 - 10,49,60,54,low
29,male,group C,some college,free/reduced,none,divorced,sometimes,yes,0.0,school_bus,< 5,43,44,43,low
30,female,group E,high school,free/reduced,,married,regularly,yes,3.0,private,5 - 10,64,76,71,medium
31,female,group D,associate's degree,standard,none,married,sometimes,yes,,private,< 5,68,78,74,medium
33,female,group D,some high school,free/reduced,completed,single,never,yes,2.0,private,5 - 10,60,84,85,medium
34,female,group C,some high school,standard,completed,married,regularly,yes,0.0,private,> 10,57,58,67,low
35,male,group B,associate's degree,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,78,81,77,medium
36,male,,high school,standard,completed,married,never,yes,1.0,school_bus,< 5,79,72,74,medium
37,male,group B,bachelor's degree,standard,,single,never,yes,0.0,school_bus,5 - 10,77,69,67,medium
38,male,group C,high school,free/reduced,none,single,regularly,yes,3.0,school_bus,5 - 10,57,49,39,low
39,female,group C,some high school,free/reduced,none,married,sometimes,no,2.0,,5 - 10,44,55,48,low
41,male,group D,associate's degree,standard,none,married,never,no,3.0,private,> 10,94,87,87,high
42,male,group C,associate's degree,standard,completed,,sometimes,no,3.0,school_bus,5 - 10,72,65,62,low
43,female,group D,high school,standard,completed,married,sometimes,no,3.0,private,,52,69,71,low
45,male,group E,,free/reduced,none,married,sometimes,yes,2.0,private,,86,83,77,medium
46,female,group D,high school,standard,completed,married,sometimes,yes,3.0,school_bus,,85,89,88,high
47,male,group A,,standard,completed,single,,no,4.0,school_bus,> 10,66,66,66,low
48,female,group D,high school,standard,none,married,regularly,yes,1.0,school_bus,< 5,57,58,57,low
49,female,group C,high school,standard,,married,regularly,yes,3.0,private,> 10,70,78,80,medium
50,male,group D,some college,free/reduced,completed,married,sometimes,yes,1.0,private,5 - 10,87,82,90,high
51,male,group D,high school,standard,none,,sometimes,yes,1.0,school_bus,> 10,52,50,44,low
53,male,group E,some college,standard,completed,married,never,yes,,private,< 5,63,62,57,low
54,female,group A,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,74,84,79,medium
55,female,group C,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,54,58,57,low
57,female,group A,some college,standard,completed,single,regularly,yes,0.0,,5 - 10,83,87,90,high
58,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,48,59,51,low
59,male,group C,some high school,standard,none,married,sometimes,yes,,school_bus,5 - 10,70,62,49,low
60,male,group B,master's degree,standard,completed,married,regularly,no,4.0,private,5 - 10,67,65,65,low
61,female,group D,some high school,standard,completed,married,regularly,no,4.0,private,5 - 10,73,70,79,medium
62,female,group A,some high school,free/reduced,completed,married,regularly,no,1.0,school_bus,< 5,47,56,61,low
63,male,group D,associate's degree,free/reduced,none,,never,no,3.0,school_bus,5 - 10,40,36,33,low
64,male,group D,associate's degree,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,71,70,68,medium
66,male,group D,some high school,standard,,divorced,regularly,yes,5.0,school_bus,< 5,80,69,72,medium
67,male,group D,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,51,54,52,low
69,male,group E,high school,standard,none,married,never,yes,4.0,private,5 - 10,78,71,63,medium
70,male,group B,some high school,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,62,71,62,low
71,female,group A,associate's degree,standard,none,married,regularly,,2.0,school_bus,< 5,73,65,65,low
72,male,group D,bachelor's degree,free/reduced,,married,regularly,yes,1.0,private,> 10,54,52,54,low
73,female,group C,high school,free/reduced,none,married,never,yes,3.0,private,> 10,53,64,65,low
74,female,group D,bachelor's degree,standard,none,single,sometimes,yes,1.0,private,5 - 10,91,94,99,high
75,male,group B,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,68,63,58,low
76,male,group D,some college,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,90,85,85,high
77,male,group D,,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,65,69,67,low
78,female,group C,associate's degree,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,33,41,41,low
79,male,group C,some college,free/reduced,completed,married,regularly,yes,1.0,school_bus,< 5,77,81,85,medium
80,female,group B,some college,standard,,divorced,sometimes,no,3.0,school_bus,5 - 10,73,81,89,medium
83,male,group D,some college,standard,none,married,regularly,no,1.0,private,< 5,87,87,88,high
84,female,group B,some college,free/reduced,completed,divorced,never,yes,3.0,,< 5,50,65,70,low
85,male,group C,some high school,free/reduced,,single,sometimes,yes,2.0,school_bus,> 10,33,32,28,low
86,female,group A,associate's degree,free/reduced,completed,married,sometimes,,2.0,private,< 5,59,74,72,low
87,male,,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,51,47,42,low
